1 | La  | L_DET_ARTICLE_DEF
4 | lluvia  | L_NOM_COMMUN
11 | y  | L_CONJ_COORD
13 | los  | L_DET_ARTICLE_DEF
17 | accidentes  | L_NOM_COMMUN
28 | de  | L_PREPOSITION
31 | tráfico  | L_NOM_COMMUN
39 | complican  | L_VERBE_GENERAL_INDICATIF
49 | la  | L_DET_ARTICLE_DEF
52 | operación  | L_NOM_COMMUN
62 | salida  | L_NOM_COMMUN
69 | de  | L_PREPOSITION
72 | Semana  | L_NOM_COMMUN
79 | Santa  | L_ADJECTIF_GENERAL
85 | en  | L_PREPOSITION
88 | Catalunya  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
98 | Un  | L_DET_ARTICLE_INDEF
101 | accidente  | L_NOM_COMMUN
111 | en  | L_PREPOSITION
114 | la  | L_DET_ARTICLE_DEF
117 | AP-7  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
122 | en  | L_PREPOSITION
125 | El Vendrell  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
137 | causa  | L_VERBE_GENERAL_INDICATIF
143 | hasta  | L_PREPOSITION
149 | 30  | L_CARDINAL_NEUTRE
152 | kilómetros  | L_NOM_COMMUN
163 | de  | L_PREPOSITION
166 | retención  | L_NOM_COMMUN
176 | en  | L_PREPOSITION
179 | el  | L_DET_ARTICLE_DEF
182 | sentido  | L_NOM_COMMUN
190 | sur  | L_ADJECTIF_GENERAL
194 | de  | L_PREPOSITION
197 | la  | L_DET_ARTICLE_DEF
200 | autopista  | L_NOM_COMMUN
212 | LVD  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
216 | -  | L_PONCTU_DIALOGUE
218 | 08/04  | L_DIVERS_FRACTION
223 | /  | L_PONCTU_FAIBLE
224 | 2004  | L_CARDINAL_NEUTRE
229 | -  | L_PONCTU_DIALOGUE
231 | 13.00  | L_CARDINAL_NEUTRE
237 | horas  | L_NOM_COMMUN
243 | Actualizada  | L_VERBE_GENERAL_PARTICIPE
254 | :  | L_PONCTU_FORTE_FERMANTE
256 | 08/04  | L_DIVERS_FRACTION
261 | /  | L_PONCTU_FAIBLE
262 | 2004  | L_CARDINAL_NEUTRE
267 | 15.44  | L_CARDINAL_NEUTRE
273 | horas  | L_NOM_COMMUN
281 | Barcelona  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
290 | .  | L_PONCTU_FORTE_FERMANTE
292 | (  | L_PONCTU_PARENTHESE
293 | Agencias  | L_NOM_COMMUN
301 | )  | L_PONCTU_PARENTHESE
302 | .  | L_PONCTU_FORTE_FERMANTE
303 | -  | L_PONCTU_DIALOGUE
305 | La  | L_DET_ARTICLE_DEF
308 | lluvia  | L_NOM_COMMUN
315 | y  | L_CONJ_COORD
317 | los  | L_DET_ARTICLE_DEF
321 | treinta  | L_CARDINAL_NEUTRE
329 | accidentes  | L_NOM_COMMUN
340 | de  | L_PREPOSITION
343 | tráfico  | L_NOM_COMMUN
351 | que  | L_PRON_RELATIF
355 | han  | L_VERBE_HABER_INDICATIF
359 | tenido  | L_VERBE_GENERAL_PARTICIPE
366 | lugar  | L_NOM_COMMUN
372 | esta  | L_DET_DEMONSTRATIF
377 | mañana  | L_NOM_COMMUN
384 | en  | L_PREPOSITION
387 | Catalunya  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
396 | ,  | L_PONCTU_FAIBLE
398 | ninguno  | L_QUANTIFICATEUR_PRONOMINAL
406 | grave  | L_ADJECTIF_GENERAL
411 | ,  | L_PONCTU_FAIBLE
413 | ha  | L_VERBE_HABER_INDICATIF
416 | complicado  | L_VERBE_GENERAL_PARTICIPE
427 | las  | L_DET_ARTICLE_DEF
431 | primeras  | L_ADJECTIF_GENERAL
440 | horas  | L_NOM_COMMUN
446 | de  | L_PREPOSITION
449 | la  | L_DET_ARTICLE_DEF
452 | operación  | L_NOM_COMMUN
462 | salida  | L_NOM_COMMUN
468 | ,  | L_PONCTU_FAIBLE
470 | especialmente  | L_ADVERBE_MANIERE
484 | en  | L_PREPOSITION
487 | la  | L_DET_ARTICLE_DEF
490 | AP-7  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
494 | ,  | L_PONCTU_FAIBLE
496 | que  | L_PRON_RELATIF
500 | acumula  | L_VERBE_GENERAL_INDICATIF
508 | hasta  | L_PREPOSITION
514 | 30  | L_CARDINAL_NEUTRE
517 | kilómetros  | L_NOM_COMMUN
528 | de  | L_PREPOSITION
531 | retenciones  | L_NOM_COMMUN
543 | por  | L_PREPOSITION
547 | dos  | L_CARDINAL_NEUTRE
551 | siniestros  | L_NOM_COMMUN
562 | ocurridos  | L_VERBE_GENERAL_PARTICIPE
572 | a  | L_PREPOSITION
574 | primera  | L_ADJECTIF_NUM_ORD
582 | hora  | L_NOM_COMMUN
586 | .  | L_PONCTU_FORTE_FERMANTE
590 | Fuentes  | L_NOM_COMMUN
598 | del  | L_DET_ARTICLE_CONTRACTE_DE_EL
602 | Servicio  | L_NOM_COMMUN
611 | Catalán  | L_ADJECTIF_GENERAL
619 | de  | L_PREPOSITION
622 | Tráfico  | L_NOM_COMMUN
630 | han  | L_VERBE_HABER_INDICATIF
